classification,recordedBy,recordNumber,eventDate,country,stateProvince,city,county,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,habitat,habit,kingdom,chineseKingdomName,family,chineseFamilyName,genus,chineseGenusName,identificationID,vernacularName,scientificName,identifiedBy
Angiospermae,"董洪进|6571,余姣君",HJD1642,2021-04-23 10:37:00,中国,湖北省,黄冈市,麻城市,狮子峰自然保护区入口,31.3836401,115.3698911,576,溪边,乔木,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1641,2021-04-23 10:36:00,中国,湖北省,黄冈市,麻城市,狮子峰自然保护区入口,31.3836401,115.3698911,576,溪边,乔木,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1640,2021-04-23 09:19:00,中国,湖北省,黄冈市,麻城市,狮子峰林场至康王寨路上,31.3876855,115.3426571,576,林下,草本,Angiospermae,被子,Orchidaceae,兰科,Cymbidium,兰属,32419,蕙兰,Cymbidium faberi,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1639,2021-04-23 09:05:00,中国,湖北省,黄冈市,麻城市,狮子峰林场至康王寨路上,31.3897984,115.3417987,587,林下,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1638,2021-04-23 08:45:00,中国,湖北省,黄冈市,麻城市,狮子峰林场至康王寨路上,31.3882555,115.3425473,569,林下,草本,Angiospermae,被子,Gentianaceae,龙胆科,Gentiana,龙胆属,35117,笔龙胆,Gentiana zollingeri,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1637,2021-04-23 08:30:00,中国,湖北省,黄冈市,麻城市,狮子峰林场至康王寨路上,31.3874465,115.3432898,511,路边,乔木,Angiospermae,被子,Schoepfiaceae,,Schoepfia,青皮木属,75865,青皮木,Schoepfia jasminodora,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1636,2021-04-23 08:27:00,中国,湖北省,黄冈市,麻城市,狮子峰林场至康王寨路上,31.3873243,115.3434116,504,路边,草本,Angiospermae,被子,Rubiaceae,茜草科,Galium,拉拉藤属,21698,四叶葎,Galium bungei,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1635,2021-04-23 08:22:00,中国,湖北省,黄冈市,麻城市,狮子峰林场至康王寨路上,31.3872823,115.3434356,516,路边,草本,Angiospermae,被子,Phrymaceae,透骨草科,Mazus,通泉草属,30241,早落通泉草,Mazus caducifer,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1634,2021-04-22 21:52:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3845517,115.3258243,624,溪边,藤本,Angiospermae,被子,Rosaceae,蔷薇科,Rosa,蔷薇属,2906,软条七蔷薇,Rosa henryi,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1633,2021-04-22 19:15:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3845517,115.3258243,624,溪边,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1632,2021-04-22 19:14:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3849335,115.3253354,624,溪边,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1631,2021-04-22 17:05:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3872601,115.3251656,624,林中,灌木,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1630,2021-04-22 16:57:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3872547,115.3232998,625,路边,乔木,,,,,,,,,泡桐花,
Angiospermae,"董洪进|6571,余姣君",HJD1629,2021-04-22 15:42:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3844442,115.3250501,475,路边溪流,草本,,,,,,,,,禺毛茛,
Angiospermae,"董洪进|6571,余姣君",HJD1628,2021-04-22 15:40:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3844442,115.3250501,475,山坡林下,乔木,Angiospermae,被子,Simaroubaceae,苦木科,Picrasma,苦木属,61437,苦树,Picrasma quassioides,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1627,2021-04-22 15:32:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3844121,115.3250860,475,山坡林下,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1626,2021-04-22 15:05:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3847821,115.3250461,475,山坡林下,草本,Angiospermae,被子,Ranunculaceae,毛茛科,Delphinium,翠雀属,571,翠雀属,Delphinium,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1625,2021-04-22 14:28:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3844442,115.3250501,475,山坡林下,藤本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1624,2021-04-22 14:09:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3844442,115.3250501,475,山坡林下,草本,Angiospermae,被子,Caryophyllaceae,石竹科,Silene,蝇子草属,18848,女娄菜,Silene aprica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1623,2021-04-22 14:07:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3757657,115.3225027,475,山坡林下,草本,Angiospermae,被子,Lamiaceae,唇形科,Scutellaria,黄芩属,27788,京黄芩,Scutellaria pekinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1622,2021-04-22 13:58:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3748344,115.3217445,497,山坡溪边,草本,Angiospermae,被子,Papaveraceae,罂粟科,Corydalis,紫堇属,1229,珠果黄堇,Corydalis speciosa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1621,2021-04-22 13:51:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3745214,115.3212905,477,山坡溪边,灌木,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1620,2021-04-22 13:41:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3844442,115.3250501,461,山坡溪边,草本,Angiospermae,被子,Lamiaceae,唇形科,Stachys,水苏属,68411,甘露子,Stachys sieboldii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1619,2021-04-22 13:35:00,中国,湖北省,黄冈市,麻城市,狮子峰,31.3743341,115.3214552,461,山坡溪边,草本,Angiospermae,被子,Crassulaceae,景天科,Sedum,景天属,24807,薄叶景天,Sedum leptophyllum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1618,2021-04-22 12:16:00,中国,湖北省,黄冈市,麻城市,新场部  张广河中心小学,31.3496797,115.3132011,142,山坡溪边,草本,Angiospermae,被子,Verbenaceae,马鞭草科,Verbena,马鞭草属,87479,马鞭草,Verbena officinalis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1617,2021-04-22 11:55:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3289147,115.2704362,160,山坡溪边,灌木,Angiospermae,被子,Moraceae,桑科,Broussonetia,构树属,89761,楮,Broussonetia kazinoki,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1616,2021-04-22 11:51:00,中国,湖北省,黄冈市,麻城市,三河口镇,31.3280069,115.2705162,177,山坡溪边,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1615,2021-04-22 11:49:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3280449,115.2705411,183,山坡溪边,灌木,Angiospermae,被子,Rutaceae,芸香科,Zanthoxylum,花椒属,42627,花椒,Zanthoxylum bungeanum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1614,2021-04-22 11:36:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3285368,115.2704462,158,山坡溪边,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1613,2021-04-22 11:33:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3288326,115.2704761,157,山坡溪边,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1612,2021-04-22 11:27:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3292994,115.2705111,144,山坡溪边,灌木,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1611,2021-04-22 11:21:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3297322,115.2706399,119,山坡溪边,草本,Angiospermae,被子,Lamiaceae,唇形科,Isodon,香茶菜属,8621,香茶菜,Isodon amethystoides,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1610,2021-04-22 11:20:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3297072,115.2706159,121,山坡溪边,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1609,2021-04-22 11:11:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3905936,115.2316410,139,山坡溪边,草本,Angiospermae,被子,Papaveraceae,罂粟科,Corydalis,紫堇属,1012,北越紫堇,Corydalis balansae,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1608,2021-04-22 11:10:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3297821,115.2706758,139,山坡溪边,草本,Angiospermae,被子,Lamiaceae,唇形科,Salvia,鼠尾草属,21579,丹参,Salvia miltiorrhiza,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1607,2021-04-22 11:03:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3282858,115.2603163,147,山坡溪边石壁,草本,Angiospermae,被子,Violaceae,堇菜科,Viola,堇菜属,34212,七星莲,Viola diffusa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1606,2021-04-22 11:00:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3282248,115.2603263,141,山坡溪边石壁,草本,Angiospermae,被子,Caryophyllaceae,石竹科,Stellaria,繁缕属,31158,中国繁缕,Stellaria chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1605,2021-04-22 10:57:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3283678,115.2601864,146,山坡溪边,草本,Angiospermae,被子,Polygonaceae,蓼科,Rumex,酸模属,30893,酸模,Rumex acetosa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1604,2021-04-22 10:49:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3283349,115.2600306,139,山坡溪边,草本,,,,,,,,,无距还亮草,
Angiospermae,"董洪进|6571,余姣君",HJD1603,2021-04-22 10:44:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3283279,115.2600466,148,山坡溪边,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1602,2021-04-22 10:40:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3282360,115.2599866,146,山坡溪边,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1601,2021-04-22 10:32:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3282250,115.2599626,143,山坡溪边,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1600,2021-04-22 10:28:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3281381,115.2598567,146,山坡溪边,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1599,2021-04-22 10:23:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3279940,115.2601605,149,山坡林下,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1598,2021-04-22 10:19:00,中国,湖北省,黄冈市,麻城市,三河口镇三河口水库,31.3280479,115.2601965,157,山坡林下,灌木,Angiospermae,被子,Leguminosae,,Indigofera,木蓝属,7967,华东木蓝,Indigofera fortunei,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1597,2021-04-19 15:15:00,中国,湖北省,黄冈市,黄州区,黄冈经济开发区新港二路406号黄冈师范学院,30.4476702,114.9243812,12,树上附生,藤本,Angiospermae,被子,Apocynaceae,夹竹桃科,Trachelospermum,络石属,69568,络石,Trachelospermum jasminoides,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1596,2021-04-19 14:36:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4434390,114.9090097,49,湖边,草本,Angiospermae,被子,Compositae,,Cirsium,蓟属,69919,刺儿菜,Cirsium setosum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1595,2021-04-19 14:35:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4434390,114.9090097,49,湖边,草本,Angiospermae,被子,Lamiaceae,唇形科,Stachys,水苏属,68423,水苏,Stachys japonica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1594,2021-04-19 14:27:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4478335,114.9097688,49,林下路边,草本,,,,,,,,,扬子毛茛,
Angiospermae,"董洪进|6571,余姣君",HJD1593,2021-04-19 14:22:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4484481,114.8946451,49,林下路边,草本,Angiospermae,被子,Ranunculaceae,毛茛科,Ranunculus,毛茛属,47835,刺果毛茛,Ranunculus muricatus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1592,2021-04-19 14:20:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4362300,114.8946901,49,林下路边,乔木,Angiospermae,被子,Celastraceae,卫矛科,Euonymus,卫矛属,20014,白杜,Euonymus maackii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1591,2021-04-19 13:55:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4475856,114.9097588,49,林下路边,草本,Angiospermae,被子,Solanaceae,茄科,Solanum,茄属,60479,珊瑚樱,Solanum pseudocapsicum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1590,2021-04-19 13:40:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4432236,114.9113528,49,林下路边,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Rosa,蔷薇属,3004,野蔷薇,Rosa multiflora,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1589,2021-04-19 13:23:00,中国,湖北省,黄冈市,黄州区,遗爱湖霜叶松风,30.4436922,114.9117714,49,林下路边,草本,Angiospermae,被子,Apiaceae,伞形科,Torilis,窃衣属,54236,窃衣,Torilis scabra,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1588,2021-04-11 19:15:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9743657,116.0601539,1100,林下水边,草本,Angiospermae,被子,Crassulaceae,景天科,Sedum,景天属,24741,凹叶景天,Sedum emarginatum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1587,2021-04-11 19:09:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9743657,116.0601539,262,林下水边,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1586,2021-04-11 12:53:00,中国,湖北省,黄冈市,英山县,草盘地镇-红花水库,31.0126286,115.9542044,340,路边,草本,Angiospermae,被子,Violaceae,堇菜科,Viola,堇菜属,34153,如意草,Viola arcuata,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1585,2021-04-11 12:33:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲,31.0062015,115.9628937,340,路边,草本,Angiospermae,被子,Leguminosae,,Vicia,野豌豆属,52731,四籽野豌豆,Vicia tetrasperma,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1584,2021-04-11 12:29:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲,31.0061455,115.9647987,387,路边,草本,Angiospermae,被子,Lamiaceae,唇形科,Salvia,鼠尾草属,21619,美丽鼠尾草,Salvia meiliensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1583,2021-04-11 12:25:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲,31.0062795,115.9647688,387,路边林缘,藤本,Angiospermae,被子,Leguminosae,,Wisteria,紫藤属,34966,紫藤,Wisteria sinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1582,2021-04-11 12:00:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲,30.9839338,115.9941546,400,路边林缘,灌木,Angiospermae,被子,Hamamelidaceae,金缕梅科,Loropetalum,继木属,88567,檵木,Loropetalum chinense,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1581,2021-04-11 11:28:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲萧家寨,30.9839338,115.9941546,591,溪边,草本,Angiospermae,被子,Violaceae,堇菜科,Viola,堇菜属,34403,紫花地丁,Viola philippica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1580,2021-04-11 10:40:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲萧家寨,30.9833530,115.9938756,581,溪边,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1579,2021-04-11 10:29:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲萧家寨,30.9917138,115.9837358,567,溪边,草本,Angiospermae,被子,Ranunculaceae,毛茛科,Ranunculus,毛茛属,47914,毛茛,Ranunculus japonicus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1578,2021-04-11 10:22:00,中国,湖北省,黄冈市,英山县,草盘地镇-桃花冲萧家寨,30.9840455,115.9938895,567,溪边竹林下,草本,Angiospermae,被子,Orchidaceae,兰科,Changnienia,独花兰属,94096,独花兰,Changnienia amoena,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1577,2021-04-11 10:05:00,中国,湖北省,黄冈市,英山县,桃花冲林场,30.9918299,116.0111623,511,溪边,藤本,Angiospermae,被子,Lardizabalaceae,木通科,Akebia,木通属,82932,三叶木通,Akebia trifoliata,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1576,2021-04-11 09:33:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9902383,116.0398435,742,溪边,灌木,Angiospermae,被子,Hamamelidaceae,金缕梅科,Corylopsis,蜡瓣花属,74136,蜡瓣花,Corylopsis sinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1575,2021-04-11 09:23:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9904173,116.0444181,808,溪边,草本,Angiospermae,被子,Rosaceae,蔷薇科,Padus,稠李属,43849,细齿稠李,Padus obtusata,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1574,2021-04-11 09:04:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9904173,116.0444181,808,溪边,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1573,2021-04-11 08:59:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9903290,116.0440887,812,溪边,草本,Angiospermae,被子,Ranunculaceae,毛茛科,Thalictrum,唐松草属,539111,唐松草,Thalictrum aquilegiifolium var. sibiricum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1572,2021-04-11 08:56:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9902858,116.0437394,811,溪边,草本,Angiospermae,被子,Berberidaceae,小檗科,Epimedium,淫羊藿属,51888,三枝九叶草,Epimedium sagittatum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1571,2021-04-11 08:44:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9905438,116.0431556,796,溪边,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1570,2021-04-11 08:37:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9903555,116.0424420,793,路边,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Rubus,悬钩子属,22261,三花悬钩子,Rubus trianthus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1569,2021-04-11 08:23:00,中国,湖北省,黄冈市,英山县,桃花冲 上李家湾,30.9905692,116.0393286,738,路边,草本,Angiospermae,被子,Brassicaceae,十字花科,Draba,葶苈属,803,葶苈,Draba nemorosa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1568,2021-04-10 18:10:00,中国,湖北省,黄冈市,英山县,桃花冲林场桃花溪,30.9825327,116.0187013,603,溪边,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Rubus,悬钩子属,22651,蓬蘽,Rubus hirsutus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1567,2021-04-10 17:31:00,中国,湖北省,黄冈市,英山县,桃花冲林场桃花溪,30.9750156,116.0153715,693,溪边,草本,Angiospermae,被子,Rosaceae,蔷薇科,Potentilla,委陵菜属,17768,三叶委陵菜,Potentilla freyniana,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1566,2021-04-10 17:26:00,中国,湖北省,黄冈市,英山县,桃花冲林场桃花溪,30.9748634,116.0161791,678,溪边,灌木,Angiospermae,被子,Ericaceae,杜鹃花科,Rhododendron,杜鹃花属,9909,满山红,Rhododendron mariesii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1565,2021-04-10 17:18:00,中国,湖北省,黄冈市,英山县,桃花冲林场桃花溪,30.9746385,116.0179242,639,溪边,草本,Angiospermae,被子,Rubiaceae,茜草科,Ophiorrhiza,蛇根草属,38297,日本蛇根草,Ophiorrhiza japonica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1564,2021-04-10 16:53:00,中国,湖北省,黄冈市,英山县,桃花冲林场桃花溪,30.9700812,116.0186326,655,溪边,草本,Angiospermae,被子,Acoraceae,,Acorus,菖蒲属,85717,菖蒲,Acorus calamus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1563,2021-04-10 15:55:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9798940,116.0591247,1155,溪边,草本,Angiospermae,被子,Violaceae,堇菜科,Viola,堇菜属,34296,鸡腿堇菜,Viola acuminata,董洪进
Pteridophyta,"董洪进|6571,余姣君",HJD1562,2021-04-10 15:13:00,中国,湖北省,黄冈市,英山县,桃花冲昭关红军医院,30.9715408,116.0642394,1232,松林下,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1561,2021-04-10 15:09:00,中国,湖北省,黄冈市,英山县,桃花冲昭关红军医院,30.9715139,116.0641895,1234,松林下,草本,,,,,,,,,,
Angiospermae,"董洪进|6571,余姣君",HJD1560,2021-04-10 15:04:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9692958,116.0637501,1260,松林下,草本,Angiospermae,被子,Ericaceae,杜鹃花科,Monotropa,水晶兰属,76683,水晶兰,Monotropa uniflora,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1559,2021-04-10 14:59:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9684878,116.0648690,1249,溪边,草本,Angiospermae,被子,Brassicaceae,十字花科,Cardamine,碎米荠属,31665,弹裂碎米荠,Cardamine impatiens,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1558,2021-04-10 14:30:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9656178,116.0646195,1204,溪边,草本,Angiospermae,被子,Brassicaceae,十字花科,Nasturtium,豆瓣菜属,93730,豆瓣菜,Nasturtium officinale,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1557,2021-04-10 14:13:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9642577,116.0653629,1233,溪边林下,草本,Angiospermae,被子,Boraginaceae,紫草科,Sinojohnstonia,车前紫草属,69032,浙赣车前紫草,Sinojohnstonia chekiangensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1556,2021-04-10 14:10:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9642868,116.0652191,1230,溪边林下,草本,Angiospermae,被子,Papaveraceae,罂粟科,Hylomecon,荷青花属,86978,荷青花,Hylomecon japonica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1555,2021-04-10 13:49:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9637886,116.0656886,1267,溪流石壁,草本,Angiospermae,被子,Ranunculaceae,毛茛科,Anemone,银莲花属,22017,鹅掌草,Anemone flaccida,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1554,2021-04-10 13:42:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9636244,116.0658745,1257,溪流石壁,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD1553,2021-04-10 13:30:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9634545,116.0659384,1277,溪流石壁,草本,Angiospermae,被子,Crassulaceae,景天科,Sedum,景天属,689,景天属,Sedum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1552,2021-04-10 13:22:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9633226,116.0659184,1262,溪流石壁,草本,Angiospermae,被子,Asparagaceae,天门冬科,Maianthemum,舞鹤草属,48894,管花鹿药,Maianthemum henryi,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1551,2021-04-10 13:16:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9632766,116.0659085,1260,溪流石壁,草本,Angiospermae,被子,Juncaceae,灯心草科,Luzula,地杨梅属,15128,羽毛地杨梅,Luzula plumosa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1550,2021-04-10 12:57:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9630176,116.0660034,1272,溪流石壁,草本,Angiospermae,被子,Brassicaceae,十字花科,Cardamine,碎米荠属,775,碎米荠属,Cardamine,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1549,2021-04-10 12:35:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9629896,116.0660034,1287,溪流石壁,草本,Angiospermae,被子,Caryophyllaceae,石竹科,Pseudostellaria,孩儿参属,69402,异花孩儿参,Pseudostellaria heterantha,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1548,2021-04-10 12:26:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9628578,116.0659185,1284,溪流石壁,草本,Angiospermae,被子,Apiaceae,伞形科,Pternopetalum,囊瓣芹属,44393,东亚囊瓣芹,Pternopetalum tanakae,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1547,2021-04-10 12:25:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9628578,116.0659185,1284,山坡林下,草本,Angiospermae,被子,Saxifragaceae,虎耳草科,Tiarella,黄水枝属,93967,黄水枝,Tiarella polyphylla,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1546,2021-04-10 12:09:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9626809,116.0659685,1281,山坡林下,草本,,,,,,,,,华中碎米荠,
Angiospermae,"董洪进|6571,余姣君",HJD1545,2021-04-10 11:55:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9715419,116.0702340,1283,山坡林下,草本,Angiospermae,被子,Papaveraceae,罂粟科,Hylomecon,荷青花属,86978,荷青花,Hylomecon japonica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1544,2021-04-10 11:36:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9660594,116.0655286,1258,山坡林下,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Kerria,棣棠花属,82908,棣棠花,Kerria japonica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD1543,2021-04-10 11:06:00,中国,湖北省,黄冈市,英山县,桃花冲昭关,30.9716114,116.0645091,1239,山坡路边,草本,Angiospermae,被子,Brassicaceae,十字花科,Cardamine,碎米荠属,31611,光头山碎米荠,Cardamine engleriana,董洪进
